Área Geográfica,,XI Censo general de población y vivienda 1990,,,,,,,,,,,,,,,,,,,,
,,Hogares,,,,,,,,,,,,,,,,,,,,
,,Hogares (Hogares),,,,,,,,,,,Población en hogares (Hogares),,,,,,,,,
,,Sexo del jefe,,,Tamaño localidad 15 tam,,,,,,,,Sexo del jefe,,,Tamaño localidad 15 tam,,,,,,
Clave,Nombre,Total,Hombres,Mujeres,Total,"Menos de 2,500 habitantes",1 a 49  habitantes,50 a 99  habitantes,100 a 499 habitantes,500 a 999 habitantes,"1,000 a 1,999 habitantes","2,000 a 2,499 habitantes",Total,Hombres,Mujeres,Total,"Menos de 2,500 habitantes","2,500 a 14,999 habitantes","15,000 a 99,999 habitantes","100,000 a 999,999 habitantes","1,000,000 y más habitantes",No aplica para viviendas colectivas
15078,Santo Tomás,1343,1118,225,1343,798,13,87,593,105,,,6916,6009,907,6916,4145,2771,,,,
15079,Soyaniquilpan de Juárez,1589,1400,189,1589,1589,9,12,614,954,,,7959,7255,704,7959,7959,,,,,
15080,Sultepec,4260,3598,662,4260,3755,22,168,2012,699,854,,23090,20601,2489,23090,20659,2431,,,,
15081,Tecámac,24443,21104,3339,24443,489,76,14,163,,236,,122124,108010,14114,122124,2532,37330,82262,,,
15082,Tejupilco,13466,11058,2408,13466,8825,384,491,5154,2153,643,,73146,62864,10282,73146,49568,9292,14286,,,
15083,Temamatla,1080,914,166,1080,498,40,,,238,220,,5329,4604,725,5329,2457,2872,,,,
15084,Temascalapa,3672,3195,477,3672,1923,21,32,227,442,310,891,18944,17072,1872,18944,10000,8944,,,,
15085,Temascalcingo,8825,7475,1350,8825,5332,14,78,1199,1914,2127,,50502,44579,5923,50502,30226,20276,,,,
15086,Temascaltepec,4966,4051,915,4966,4966,21,73,1223,1656,1993,,26543,22858,3685,26543,26543,,,,,
15087,Temoaya,8146,6801,1345,8146,5292,2,29,594,969,2571,1127,48136,41536,6600,48136,30609,17527,,,,
15088,Tenancingo,10429,8688,1741,10429,5361,14,30,999,1238,1906,1174,57879,50170,7709,57879,30321,3876,23682,,,
15089,Tenango del Aire,1228,1045,183,1228,526,28,,,,498,,6136,5408,728,6136,2673,3463,,,,
15090,Tenango del Valle,8421,7011,1410,8421,1827,23,63,238,314,733,456,44109,38180,5929,44109,9632,34477,,,,
15091,Teoloyucan,7641,6772,869,7641,1221,5,18,123,289,399,387,41689,37780,3909,41689,6732,3482,31475,,,
15092,Teotihuacán,5781,4973,808,5781,736,37,14,453,232,,,29949,26453,3496,29949,3726,26223,,,,
15093,Tepetlaoxtoc,2939,2526,413,2939,1672,43,31,206,488,493,411,15779,14001,1778,15779,9198,6581,,,,
15094,Tepetlixpa,2374,2051,323,2374,644,11,,14,,619,,12633,11157,1476,12633,3281,9352,,,,
15095,Tepotzotlán,7779,6693,1086,7779,1287,23,28,305,224,295,412,39128,34560,4568,39128,6617,8730,23781,,,
15096,Tequixquiac,3768,3330,438,3768,407,8,9,126,,264,,20564,18581,1983,20564,2202,18362,,,,
15097,Texcaltitlán,2252,1816,436,2252,2252,,23,1072,477,680,,12100,10246,1854,12100,12100,,,,,
15098,Texcalyacac,530,447,83,530,,,,,,,,2863,2490,373,2863,,2863,,,,
15099,Texcoco,26170,22190,3980,26170,1924,55,118,450,128,1173,,134020,116609,17411,134020,10725,52958,70337,,,
15100,Tezoyuca,2339,2015,324,2339,514,10,41,,134,329,,12266,10748,1518,12266,2736,9530,,,,
15101,Tianguistenco,7497,6413,1084,7497,1797,23,9,602,553,610,,41652,36658,4994,41652,10163,31489,,,,
15102,Timilpan,2404,1981,423,2404,2404,3,,395,725,833,448,11867,10296,1571,11867,11867,,,,,
15103,Tlalmanalco,6624,5692,932,6624,1274,93,24,194,,963,,32788,28821,3967,32788,6503,9809,16476,,,
15104,Tlalnepantla de Baz,146286,122428,23858,146286,116,,,,116,,,692461,596967,95494,692461,537,,,691924,,
15105,Tlatlaya,6250,5058,1192,6250,6250,183,486,2855,1804,493,429,33510,28720,4790,33510,33510,,,,,
15106,Toluca,93866,77763,16103,93866,10434,39,73,1228,1907,4718,2469,478568,411345,67223,478568,61300,79883,15903,321482,,
15107,Tonatico,2015,1608,407,2015,671,,34,480,157,,,9667,8005,1662,9667,3380,6287,,,,
15108,Tultepec,9211,8137,1074,9211,517,37,27,237,,216,,47045,42278,4767,47045,2716,,44329,,,
15109,Tultitlán,50171,43854,6317,50171,606,3,26,36,136,405,,243635,217348,26287,243635,3122,,127105,113408,,
15110,Valle de Bravo,6894,5692,1202,6894,2791,54,130,1367,1029,211,,35345,30346,4999,35345,15155,5214,14976,,,
15111,Villa de Allende,4922,4045,877,4922,4464,11,25,1324,2126,650,328,28486,24541,3945,28486,25739,2747,,,,
15112,Villa del Carbón,5071,4399,672,5071,3099,33,120,998,1043,905,,27022,24214,2808,27022,16451,10571,,,,
15113,Villa Guerrero,7375,6165,1210,7375,4956,19,46,742,1657,2492,,38765,33768,4997,38765,26285,12480,,,,
15114,Villa Victoria,9560,8242,1318,9560,9560,25,47,1566,4146,3309,467,57423,50777,6646,57423,57423,,,,,
15115,Xonacatlán,5115,4560,555,5115,1668,,53,771,491,,353,28587,26103,2484,28587,9162,19425,,,,
15116,Zacazonapan,431,385,46,431,431,11,20,128,,272,,2360,2199,161,2360,2360,,,,,
15117,Zacualpan,2755,2156,599,2755,2178,67,211,1396,504,,,14221,11770,2451,14221,11482,2739,,,,
15118,Zinacantepec,14287,12295,1992,14287,4286,11,107,820,664,1979,705,81002,71441,9561,81002,24077,30010,26915,,,
15119,Zumpahuacán,1988,1652,336,1988,1478,7,38,648,361,424,,11282,9886,1396,11282,8419,2863,,,,
15120,Zumpango,12400,10959,1441,12400,3366,85,,294,544,1053,1390,70381,63602,6779,70381,18299,23180,28902,,,
15121,Cuautitlán Izcalli,68252,59878,8374,68252,810,,19,109,414,268,,323308,289688,33620,323308,4333,9033,,309942,,
15122,Valle de Chalco Solidaridad,,,,,,,,,,,,,,,,,,,,,
15123,Luvianos,,,,,,,,,,,,,,,,,,,,,
15124,San José del Rincón,,,,,,,,,,,,,,,,,,,,,
15125,Tonanitla,,,,,,,,,,,,,,,,,,,,,
15996,No especificado,,,,,,,,,,,,,,,,,,,,,
15997,Otros estados,,,,,,,,,,,,,,,,,,,,,
15998,Otros municipios,,,,,,,,,,,,,,,,,,,,,
16,Michoacán de Ocampo,667659,548099,119560,667659,249672,13488,10771,73577,59080,63447,29309,3441528,2957358,484170,3441528,1336273,722046,688806,694403,,
16001,Acuitzio,1807,1496,311,1807,793,48,128,525,92,,,9138,8016,1122,9138,4256,4882,,,,
16002,Aguililla,3272,2646,626,3272,1793,391,113,142,489,220,438,16776,14287,2489,16776,9640,7136,,,,
16003,Álvaro Obregón,3520,3090,430,3520,2119,35,25,485,922,652,,19407,17639,1768,19407,11813,7594,,,,
16004,Angamacutiro,3075,2447,628,3075,2045,21,52,341,549,1082,,15983,13403,2580,15983,10917,5066,,,,
16005,Angangueo,1740,1401,339,1740,893,10,13,277,593,,,9833,8326,1507,9833,5330,4503,,,,
16006,Apatzingán,18737,14854,3883,18737,4400,305,180,1310,1606,628,371,95718,78757,16961,95718,23973,,71745,,,
16007,Aporo,459,369,90,459,459,10,16,135,,298,,2465,2095,370,2465,2465,,,,,
16008,Aquila,3589,3075,514,3589,3589,1048,525,1115,283,618,,19772,17580,2192,19772,19772,,,,,
16009,Ario,5712,4621,1091,5712,3077,167,285,1663,777,185,,29510,25214,4296,29510,16644,12866,,,,
16010,Arteaga,3869,3168,701,3869,2226,740,273,489,216,,508,20605,17634,2971,20605,11860,8745,,,,
16011,Briseñas,1915,1556,359,1915,1144,1,,,,711,432,9360,8067,1293,9360,5731,3629,,,,
16012,Buenavista,6738,5572,1166,6738,3043,116,72,836,792,460,767,35752,30669,5083,35752,16555,19197,,,,
16013,Carácuaro,1808,1434,374,1808,1808,499,260,349,,253,447,9236,7754,1482,9236,9236,,,,,
16014,Coahuayana,2605,2169,436,2605,1439,102,14,581,279,,463,13316,11497,1819,13316,7518,5798,,,,
16015,Coalcomán de Vázquez Pallares,3475,2884,591,3475,1928,945,289,445,249,,,18461,16092,2369,18461,11000,7461,,,,
16016,Coeneo,5353,4305,1048,5353,4000,26,30,803,840,2301,,27289,23147,4142,27289,20095,7194,,,,
16017,Contepec,4397,3869,528,4397,3689,30,72,1115,1144,1328,,24217,22177,2040,24217,20498,3719,,,,
16018,Copándaro,1671,1343,328,1671,964,11,13,108,398,434,,9110,7707,1403,9110,5286,3824,,,,
16019,Cotija,3763,2821,942,3763,1300,132,78,944,146,,,19403,15590,3813,19403,7141,12262,,,,
16020,Cuitzeo,4541,3744,797,4541,2594,4,13,191,183,1378,825,24107,20918,3189,24107,13719,10388,,,,
16021,Charapan,1901,1594,307,1901,742,4,,,,383,355,10409,9132,1277,10409,3954,6455,,,,
16022,Charo,2800,2450,350,2800,2137,79,79,882,376,721,,15920,14496,1424,15920,11986,3934,,,,
16023,Chavinda,2465,1883,582,2465,966,1,,42,426,497,,12128,9885,2243,12128,5009,7119,,,,
16024,Cherán,2613,2187,426,2613,28,,,28,,,,14342,12570,1772,14342,183,14159,,,,
16025,Chilchota,4743,3944,799,4743,1384,,18,138,315,526,387,25211,21761,3450,25211,7335,17876,,,,
16026,Chinicuila,1233,1028,205,1233,1233,364,150,540,179,,,6578,5861,717,6578,6578,,,,,
16027,Chucándiro,1595,1179,416,1595,1595,9,48,518,359,243,418,7981,6235,1746,7981,7981,,,,,
16028,Churintzio,1966,1631,335,1966,1338,3,20,412,529,374,,10190,8980,1210,10190,7132,3058,,,,
16029,Churumuco,2469,2067,402,2469,1849,165,172,1142,88,282,,14199,12520,1679,14199,10798,3401,,,,
16030,Ecuandureo,3087,2404,683,3087,1701,10,,579,461,651,,15672,13106,2566,15672,8423,7249,,,,
16031,Epitacio Huerta,2820,2441,379,2820,2820,10,146,1511,927,226,,14966,13545,1421,14966,14966,,,,,
16032,Erongarícuaro,2260,1913,347,2260,2260,6,,342,620,809,483,11773,10398,1375,11773,11773,,,,,
16033,Gabriel Zamora,3563,2951,612,3563,1592,59,136,258,,1139,,18510,16083,2427,18510,8529,9981,,,,
16034,Hidalgo,16516,14046,2470,16516,6302,453,554,2259,1540,1088,408,91829,81004,10825,91829,35704,9033,47092,,,
16035,La Huacana,6210,4992,1218,6210,4051,206,210,2233,753,265,384,34818,29401,5417,34818,23162,11656,,,,
16036,Huandacareo,2547,2179,368,2547,1095,,11,,366,305,413,13025,11725,1300,13025,5820,7205,,,,
16037,Huaniqueo,2730,2141,589,2730,2079,10,11,929,565,564,,12641,10573,2068,12641,9400,3241,,,,
16038,Huetamo,8503,6403,2100,8503,5002,658,632,2067,976,669,,43117,34777,8340,43117,25940,,17177,,,
16039,Huiramba,1093,967,126,1093,1093,4,84,246,322,,437,5943,5455,488,5943,5943,,,,,
16040,Indaparapeo,2555,2180,375,2555,1425,46,77,426,569,,307,14275,12703,1572,14275,7937,6338,,,,
16041,Irimbo,1810,1487,323,1810,1810,32,36,546,130,183,883,9964,8602,1362,9964,9964,,,,,
16042,Ixtlán,3055,2479,576,3055,1974,,,57,689,808,420,15268,13124,2144,15268,10060,5208,,,,
16043,Jacona,7426,6028,1398,7426,374,30,,102,242,,,39234,33239,5995,39234,2017,2612,34605,,,
16044,Jiménez,3561,2999,562,3561,2431,1,19,540,530,397,944,17303,15397,1906,17303,12291,5012,,,,
16045,Jiquilpan,7231,5586,1645,7231,1555,37,70,274,248,497,429,35920,29433,6487,35920,8067,3754,24099,,,
16046,Juárez,1836,1549,287,1836,1836,67,57,453,451,325,483,9612,8473,1139,9612,9612,,,,,
16047,Jungapeo,2487,2183,304,2487,1624,135,144,589,506,250,,14019,12774,1245,14019,9326,4693,,,,
16048,Lagunillas,985,772,213,985,985,6,14,323,183,,459,4900,4061,839,4900,4900,,,,,
16049,Madero,2718,2316,402,2718,1977,508,317,874,,278,,14911,13178,1733,14911,10970,3941,,,,
16050,Maravatío,10477,9085,1392,10477,5892,59,142,3074,1284,912,421,58398,52561,5837,58398,33161,3757,21480,,,
16051,Marcos Castellanos,2091,1692,399,2091,608,37,48,232,291,,,10309,8844,1465,10309,3152,7157,,,,
16052,Lázaro Cárdenas,26887,22975,3912,26887,3003,270,155,991,468,343,776,128923,111721,17202,128923,15897,30278,82748,,,
16053,Morelia,95821,77361,18460,95821,9673,166,189,3424,2491,2584,819,469630,396134,73496,469630,52060,11001,,406569,,
16054,Morelos,2227,1936,291,2227,1648,15,67,749,636,181,,12128,11087,1041,12128,9107,3021,,,,
16055,Múgica,7080,5635,1445,7080,1470,87,88,80,520,331,364,37601,31212,6389,37601,8249,3042,26310,,,
16056,Nahuatzen,3796,3318,478,3796,1908,7,11,47,,582,1261,20255,18453,1802,20255,10243,10012,,,,
16057,Nocupétaro,1509,1206,303,1509,1060,400,211,352,97,,,7729,6534,1195,7729,5535,2194,,,,
16058,Nuevo Parangaricutiro,2451,2134,317,2451,614,115,106,292,101,,,13013,11823,1190,13013,3470,9543,,,,
16059,Nuevo Urecho,1604,1375,229,1604,1604,63,92,328,585,536,,8658,7751,907,8658,8658,,,,,
16060,Numarán,1895,1621,274,1895,1104,5,,204,496,,399,9956,8912,1044,9956,5802,4154,,,,
16061,Ocampo,2195,1908,287,2195,2195,33,86,772,685,211,408,12198,11032,1166,12198,12198,,,,,
16062,Pajacuarán,3675,2835,840,3675,1306,,47,212,96,518,433,19399,16007,3392,19399,6752,12647,,,,
16063,Panindícuaro,4026,3286,740,4026,2833,,,913,244,1215,461,21161,18183,2978,21161,15079,6082,,,,
16064,Parácuaro,3835,3184,651,3835,2007,84,60,831,753,279,,20925,18066,2859,20925,10960,9965,,,,
16065,Paracho,5205,4405,800,5205,1990,,17,,,913,1060,27581,24265,3316,27581,10994,16587,,,,
16066,Pátzcuaro,12147,10083,2064,12147,3406,24,38,1148,712,1048,436,65713,57006,8707,65713,19519,4563,41631,,,
16067,Penjamillo,4505,3853,652,4505,3657,47,112,587,659,1779,473,23702,21470,2232,23702,19641,4061,,,,
16068,Peribán,2928,2555,373,2928,1252,75,79,473,178,447,,15742,14285,1457,15742,6754,8988,,,,
16069,La Piedad,15680,12458,3222,15680,3498,69,134,965,1340,527,463,79532,66495,13037,79532,18150,,61382,,,
16070,Purépero,3062,2406,656,3062,414,8,16,,161,229,,14224,11870,2354,14224,1767,12457,,,,
16071,Puruándiro,13127,10492,2635,13127,7497,9,19,343,1545,3485,2096,68365,57652,10713,68365,38736,6910,22719,,,
16072,Queréndaro,2298,1985,313,2298,790,61,24,268,209,228,,12475,11230,1245,12475,4330,8145,,,,
16073,Quiroga,4102,3432,670,4102,768,3,14,287,,,464,21295,18638,2657,21295,3740,17555,,,,
16074,Cojumatlán de Régules,2008,1586,422,2008,697,,,467,,230,,10205,8683,1522,10205,3646,6559,,,,
16075,Los Reyes,9749,8059,1690,9749,2800,24,55,531,489,1275,426,49060,42193,6867,49060,14509,2799,31752,,,
16076,Sahuayo,10172,8353,1819,10172,617,15,38,251,313,,,52338,44938,7400,52338,3413,,48925,,,
16077,San Lucas,3675,2717,958,3675,3026,101,149,981,1121,223,451,16944,13665,3279,16944,14103,2841,,,,
16078,Santa Ana Maya,2768,2359,409,2768,1719,4,16,461,300,938,,14914,13444,1470,14914,9213,5701,,,,
16079,Salvador Escalante,5363,4489,874,5363,2710,71,95,1370,353,423,398,30346,26472,3874,30346,15414,14932,,,,
16080,Senguio,2729,2291,438,2729,2729,34,55,526,1387,274,453,15045,13281,1764,15045,15045,,,,,
16081,Susupuato,1416,1236,180,1416,1416,114,166,525,611,,,7439,6736,703,7439,7439,,,,,
16082,Tacámbaro,9553,7943,1610,9553,5282,206,341,2489,1405,841,,51255,44272,6983,51255,29327,5965,15963,,,
16083,Tancítaro,3675,3085,590,3675,3046,50,190,1332,863,283,328,20190,17836,2354,20190,16751,3439,,,,
16084,Tangamandapio,3707,3044,663,3707,733,16,43,131,312,231,,20770,17893,2877,20770,4329,16441,,,,
16085,Tangancícuaro,6915,5493,1422,6915,2810,18,,486,642,1664,,33211,27868,5343,33211,13816,3696,15699,,,
16086,Tanhuato,2709,2249,460,2709,1428,3,,87,401,937,,13619,11972,1647,13619,7356,6263,,,,
16087,Taretan,2448,2117,331,2448,1196,22,,531,186,457,,12468,11140,1328,12468,6390,6078,,,,
16088,Tarímbaro,6069,5199,870,6069,3592,18,27,715,1738,1094,,33016,29380,3636,33016,19317,13699,,,,
16089,Tepalcatepec,4959,4057,902,4959,1922,123,75,1083,641,,,24913,21445,3468,24913,10213,14700,,,,
16090,Tingambato,1851,1551,300,1851,140,7,21,112,,,,9507,8346,1161,9507,807,8700,,,,
16091,Tingüindín,2678,2025,653,2678,1486,25,30,497,370,,564,12460,10159,2301,12460,6863,5597,,,,
16092,Tiquicheo de Nicolás Romero,2746,2186,560,2746,2103,483,222,667,435,296,,14761,12305,2456,14761,11377,3384,,,,
16093,Tlalpujahua,4020,3116,904,4020,3437,7,12,1394,1332,692,,20972,17450,3522,20972,18134,2838,,,,
16094,Tlazazalca,2433,2074,359,2433,1574,14,48,477,301,317,417,12011,10822,1189,12011,8119,3892,,,,
16095,Tocumbo,2538,2072,466,2538,1258,76,68,149,439,,526,11731,10187,1544,11731,5612,6119,,,,
16096,Tumbiscatío,1359,1185,174,1359,933,294,60,224,92,263,,7711,6954,757,7711,5295,2416,,,,
16097,Turicato,6326,5102,1224,6326,4035,660,484,1313,644,934,,32983,28152,4831,32983,22348,10635,,,,
16098,Tuxpan,3453,2976,477,3453,2107,65,40,1200,802,,,18453,16664,1789,18453,11731,6722,,,,
16099,Tuzantla,2758,2263,495,2758,2321,471,394,1120,336,,,14316,12343,1973,14316,12230,2086,,,,
16100,Tzintzuntzan,2042,1785,257,2042,1041,23,64,820,134,,,11162,10100,1062,11162,5877,5285,,,,
16101,Tzitzio,1957,1685,272,1957,1957,775,312,288,294,288,,10358,9307,1051,10358,10358,,,,,
16102,Uruapan,42061,34694,7367,42061,2821,276,120,586,608,742,489,210404,180175,30229,210404,15296,13654,,181454,,
16103,Venustiano Carranza,4424,3542,882,4424,890,,,97,585,208,,22466,19184,3282,22466,4865,17601,,,,
16104,Villamar,4291,3177,1114,4291,2900,63,153,487,781,597,819,21358,16867,4491,21358,14416,6942,,,,
16105,Vista Hermosa,3532,2998,534,3532,1129,6,8,,,1115,,17885,16076,1809,17885,5810,12075,,,,
16106,Yurécuaro,4620,3789,831,4620,1212,,,269,686,257,,23952,20597,3355,23952,6365,,17587,,,
16107,Zacapu,12661,10476,2185,12661,3472,11,65,586,897,966,947,62096,53983,8113,62096,16952,2896,42248,,,
16108,Zamora,27789,22748,5041,27789,3678,5,11,456,95,2622,489,140989,120225,20764,140989,18427,16182,,106380,,
16109,Zináparo,1158,925,233,1158,1158,17,,441,327,373,,5401,4673,728,5401,5401,,,,,
16110,Zinapécuaro,8733,7386,1347,8733,5268,79,52,1238,440,2668,791,47760,42254,5506,47760,29275,18485,,,,
16111,Ziracuaretiro,1960,1702,258,1960,981,6,,226,456,293,,10810,9728,1082,10810,5299,5511,,,,
16112,Zitácuaro,19676,15872,3804,19676,6504,116,121,2095,1796,2376,,104609,88083,16526,104609,36544,2421,65644,,,
16113,José Sixto Verduzco,5231,4430,801,5231,2786,9,25,133,1009,1194,416,28612,25215,3397,28612,15428,13184,,,,
16996,No especificado,,,,,,,,,,,,,,,,,,,,,
16997,Otros estados,,,,,,,,,,,,,,,,,,,,,
16998,Otros municipios,,,,,,,,,,,,,,,,,,,,,
17,Morelos,247968,200588,47380,247968,33444,1088,974,7088,8514,12256,3524,1174958,990598,184360,1174958,168669,355304,269926,381059,,
17001,Amacuzac,2720,2198,522,2720,1861,20,17,336,448,576,464,13491,11411,2080,13491,9475,4016,,,,
17002,Atlatlahucan,1796,1552,244,1796,737,58,12,168,499,,,9070,8089,981,9070,3452,5618,,,,
17003,Axochiapan,4786,3979,807,4786,1158,25,85,169,123,322,434,25971,22601,3370,25971,5997,19974,,,,
17004,Ayala,10442,8477,1965,10442,3019,57,110,379,533,1553,387,52444,44106,8338,52444,15384,37060,,,,
17005,Coatlán del Río,1758,1448,310,1758,1758,5,36,279,685,314,439,8603,7474,1129,8603,8603,,,,,
17006,Cuautla,25721,20335,5386,25721,2047,45,14,774,471,295,448,118384,97982,20402,118384,9987,,,108397,,
17007,Cuernavaca,63179,49617,13562,63179,419,15,37,105,262,,,274769,226093,48676,274769,2107,,,272662,,
17008,Emiliano Zapata,6912,5642,1270,6912,642,,,39,,603,,33334,28190,5144,33334,3210,10935,19189,,,
17009,Huitzilac,2078,1745,333,2078,753,99,41,203,143,267,,10339,8949,1390,10339,3524,6815,,,,
17010,Jantetelco,2215,1854,361,2215,752,29,25,65,,633,,11416,9943,1473,11416,4113,7303,,,,
17011,Jiutepec,21673,17870,3803,21673,1392,10,15,81,883,403,,100357,85354,15003,100357,6339,11887,82131,,,
17012,Jojutla,10087,8052,2035,10087,635,32,89,367,147,,,46718,38846,7872,46718,3011,23344,20363,,,
17013,Jonacatepec,2126,1757,369,2126,373,19,,102,,252,,11030,9498,1532,11030,2093,8937,,,,
17014,Mazatepec,1567,1295,272,1567,772,4,,191,137,440,,7066,6160,906,7066,3539,3527,,,,
17015,Miacatlán,3690,3054,636,3690,1127,28,75,377,647,,,18522,15956,2566,18522,5461,13061,,,,
17016,Ocuituco,2267,1898,369,2267,948,22,17,,239,670,,13015,11198,1817,13015,5581,7434,,,,
17017,Puente de Ixtla,8446,6902,1544,8446,837,116,62,274,155,230,,43472,37081,6391,43472,4179,21647,17646,,,
17018,Temixco,13687,11027,2660,13687,478,10,9,,126,333,,66545,55400,11145,66545,2624,,63921,,,
17019,Tepalcingo,3788,3162,626,3788,1038,28,,221,,789,,20281,17742,2539,20281,5551,14730,,,,
17020,Tepoztlán,5730,4850,880,5730,1584,76,35,,525,948,,27217,23967,3250,27217,8006,19211,,,,
17021,Tetecala,1320,1056,264,1320,327,1,,326,,,,5767,4849,918,5767,1537,4230,,,,
17022,Tetela del Volcán,2407,1998,409,2407,318,62,38,25,,193,,13647,11846,1801,13647,1806,11841,,,,
17023,Tlalnepantla,809,715,94,809,267,19,,26,222,,,4323,3928,395,4323,1541,2782,,,,
17024,Tlaltizapán de Zapata,7411,6097,1314,7411,2290,48,26,96,571,1131,418,36106,30749,5357,36106,11045,25061,,,,
17025,Tlaquiltenango,5553,4646,907,5553,2185,43,58,764,478,842,,27108,23346,3762,27108,10930,,16178,,,
17026,Tlayacapan,1830,1606,224,1830,786,17,17,308,260,184,,9623,8692,931,9623,4247,5376,,,,
17027,Totolapan,1239,1076,163,1239,489,15,,255,,219,,6241,5571,670,6241,2494,3747,,,,
17028,Xochitepec,5474,4446,1028,5474,791,53,81,201,,,456,26752,22438,4314,26752,4003,22749,,,,
17029,Yautepec,12693,10360,2333,12693,1597,66,32,430,591,,478,59615,50462,9153,59615,7713,23017,28885,,,
17030,Yecapixtla,4990,4239,751,4990,1640,45,24,406,106,1059,,26642,23413,3229,26642,8891,17751,,,,
17031,Zacatepec,6586,5167,1419,6586,292,15,19,121,137,,,30403,24971,5432,30403,1481,7309,21613,,,
17032,Zacualpan,1307,1079,228,1307,6,6,,,,,,6888,5894,994,6888,34,6854,,,,
17033,Temoac,1681,1389,292,1681,126,,,,126,,,9799,8399,1400,9799,711,9088,,,,
17996,No especificado,,,,,,,,,,,,,,,,,,,,,
17997,Otros estados,,,,,,,,,,,,,,,,,,,,,
17998,Otros municipios,,,,,,,,,,,,,,,,,,,,,
18,Nayarit,168746,137833,30913,168746,62120,3455,1927,13324,16590,21417,5407,801557,684971,116586,801557,305725,189458,105414,200960,,
18001,Acaponeta,7393,5916,1477,7393,3491,220,71,1250,1245,705,,35471,29870,5601,35471,17166,2556,15749,,,
18002,Ahuacatlán,3435,2773,662,3435,2014,54,36,151,807,966,,15870,13676,2194,15870,9562,6308,,,,
18003,Amatlán de Cañas,2856,2347,509,2856,2148,60,50,343,528,637,530,12958,11290,1668,12958,9916,3042,,,,
18004,Compostela,12652,10315,2337,12652,4669,241,125,885,1546,1872,,59539,50885,8654,59539,22340,22799,14400,,,
18005,Huajicori,1641,1396,245,1641,1641,371,274,540,85,,371,9549,8421,1128,9549,9549,,,,,
18006,Ixtlán del Río,5133,4086,1047,5133,979,70,54,547,,308,,23905,20175,3730,23905,4665,,19240,,,
18007,Jala,3053,2500,553,3053,1141,62,55,273,391,360,,15280,13315,1965,15280,6135,9145,,,,
18008,Xalisco,5155,4318,837,5155,1799,21,,386,778,614,,25323,21949,3374,25323,8989,16334,,,,
18009,Del Nayar,3606,3052,554,3606,3606,883,594,1548,334,247,,19736,17303,2433,19736,19736,,,,,
18010,Rosamorada,7301,6124,1177,7301,4532,64,33,662,1676,1637,460,35036,30553,4483,35036,21929,13107,,,,
18011,Ruíz,4339,3606,733,4339,1738,135,30,532,458,583,,21229,18583,2646,21229,9007,12222,,,,
18012,San Blas,9274,7921,1353,9274,4580,57,104,985,1479,1955,,42075,36934,5141,42075,20206,21869,,,,
18013,San Pedro Lagunillas,1737,1419,318,1737,987,19,,274,141,553,,8116,7049,1067,8116,4619,3497,,,,
18014,Santa María del Oro,3881,3177,704,3881,3267,114,61,521,1246,1325,,18744,16152,2592,18744,15941,2803,,,,
18015,Santiago Ixcuintla,20725,17178,3547,20725,10220,36,53,1572,2784,4364,1411,97540,84432,13108,97540,50489,28885,18166,,,
18016,Tecuala,9511,7694,1817,9511,4224,93,99,486,733,2361,452,44745,38074,6671,44745,20366,9700,14679,,,
18017,Tepic,49904,39727,10177,49904,5626,181,152,1266,1490,1122,1415,233965,195127,38838,233965,27430,5575,,200960,,
18018,Tuxpan,7131,5763,1368,7131,744,28,,31,,255,430,32842,27697,5145,32842,3607,6055,23180,,,
18019,La Yesca,1951,1689,262,1951,1951,667,124,486,119,217,338,10530,9482,1048,10530,10530,,,,,
18020,Bahía de Banderas,8068,6832,1236,8068,2763,79,12,586,750,1336,,39104,34004,5100,39104,13543,25561,,,,
18996,No especificado,,,,,,,,,,,,,,,,,,,,,
