Área Geográfica,,Estadística de defunciones generales,,,,,,,,,,,,,,,,,,,,,,,
,,Defunciones por homicidio,,,,,,,,,,,,,,,,,,,,,,,
,,Defunciones por homicidio,,,,,,,,,,,,,,,,,,,,,,,
,,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990
,,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión
Clave,Nombre,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total
20190,San Juan Cotzocón,3,4,4,3,2,3,6,3,2,2,5,2,5,5,7,3,5,4,10,8,9,10,14,15
20191,San Juan Chicomezúchil,,,,,,,,,,,,,,,,,,,,,,,,
20192,San Juan Chilateca,,,,,,,,,,,,,,,,,,,,,1,,,
20193,San Juan del Estado,1,,,,,,,,,1,,,1,,,,,,1,,,,1,
20194,San Juan del Río,2,,3,,,,,,,,1,,,,,,,1,1,,,1,1,
20195,San Juan Diuxi,,,,,,,,,,,,,,,1,,,,,,,,,1
20196,San Juan Evangelista Analco,,,,,,,,,,,,,,,,,,,,,,1,,
20197,San Juan Guelavía,,,,,3,,2,,,,,1,1,1,,,,,,,,,1,
20198,San Juan Guichicovi,4,1,2,6,1,2,2,3,3,2,2,2,7,13,10,5,4,10,4,7,15,9,7,16
20199,San Juan Ihualtepec,,,1,,,1,,,,,,,,1,1,,1,1,,1,,,,1
20200,San Juan Juquila Mixes,,1,,1,2,,3,,,,,1,,,2,1,1,5,2,,1,2,3,
20201,San Juan Juquila Vijanos,1,,,,,,1,,3,1,,,,,,,,,,,,,,
20202,San Juan Lachao,1,2,1,,1,,,2,2,,3,,1,2,,2,,1,2,1,,,5,2
20203,San Juan Lachigalla,,2,2,,,2,,1,,1,,3,1,1,2,3,,7,4,4,3,6,2,5
20204,San Juan Lajarcia,1,,,1,,,,,1,,,,,,1,,1,,1,,,,2,
20205,San Juan Lalana,,2,,2,1,,1,,2,4,1,4,3,2,1,2,2,4,6,3,6,4,1,9
20206,San Juan de los Cués,,,,,,,1,,,,2,,,1,1,,,1,,,,,,1
20207,San Juan Mazatlán,,8,3,2,1,3,2,3,5,5,1,3,3,2,5,2,6,4,11,3,10,7,5,10
20208,San Juan Mixtepec -Dto. 08 -,10,3,4,,,,1,1,3,5,2,3,1,1,1,5,,1,5,2,8,2,,5
20209,San Juan Mixtepec -Dto. 26 -,,,,,,,,,,,,,,,,,,,,,1,,,1
20210,San Juan Ñumí,12,,,3,,2,1,,1,,,,,,2,1,1,,,1,,,1,2
20211,San Juan Ozolotepec,2,,,1,4,,2,2,4,1,3,1,1,,2,9,8,5,2,3,5,1,6,9
20212,San Juan Petlapa,1,,,,,,,,,2,1,1,,,,1,,2,,,,,,
20213,San Juan Quiahije,4,3,3,,1,2,,1,,,1,1,1,3,1,3,3,3,11,2,7,4,5,1
20214,San Juan Quiotepec,,,,,,,,,,,,,,,,,,,,,,1,,
20215,San Juan Sayultepec,,,,,,,,1,,,,,,,,,1,,,4,,,2,
20216,San Juan Tabaá,,,,,,,,,,,,,1,,,,,,,,,,,
20217,San Juan Tamazola,1,,,,,,,,,1,,,,,1,,,,1,1,1,1,2,1
20218,San Juan Teita,,,,,,,,,,1,,,,,,,,,,,,,,
20219,San Juan Teitipac,1,,,,1,,,,,,,,,,,,,,,,,,,
20220,San Juan Tepeuxila,,,,1,,,2,,2,,,,,,,1,,,,,,1,,1
20221,San Juan Teposcolula,,,,1,,,1,,,,,,1,,,,,,,,1,1,,
20222,San Juan Yaeé,,,,,,,,,,,,,,,,,,,,,,1,1,
20223,San Juan Yatzona,,,,,,,,,,,,,,,,,,,,,,,,
20224,San Juan Yucuita,,,,,,,,,,,,,,,,,,,,,,,,
20225,San Lorenzo,1,,,1,1,,1,1,,1,4,1,1,4,3,2,1,4,2,1,,2,2,6
20226,San Lorenzo Albarradas,,,,,,,1,,,,,1,,1,,1,2,,,,,,,
20227,San Lorenzo Cacaotepec,1,,1,2,1,1,1,,1,,,1,1,1,,2,,,1,3,,,,1
20228,San Lorenzo Cuaunecuiltitla,,,,1,,,,,,,,,,,1,,,,,,,,,
20229,San Lorenzo Texmelúcan,2,4,1,,2,2,1,2,1,4,4,4,2,3,,12,9,1,1,1,,3,4,9
20230,San Lorenzo Victoria,,,,,,,,,1,,,,,,,,1,,,,1,1,,
20231,San Lucas Camotlán,,4,10,2,,1,,1,,,,,1,2,,1,,,,,,,,
20232,San Lucas Ojitlán,1,2,,,2,3,8,3,6,4,4,6,6,3,3,9,15,16,8,7,9,7,5,7
20233,San Lucas Quiaviní,,,,,,,,,,,,,,,,1,1,,,,,,,
20234,San Lucas Zoquiápam,2,3,1,,2,1,1,,,1,,1,,1,2,2,1,,1,1,1,1,4,3
20235,San Luis Amatlán,1,1,2,,,,,1,1,2,1,2,1,3,4,5,,1,2,,3,1,1,2
20236,San Marcial Ozolotepec,,,,1,,1,1,1,,3,,,,,1,4,1,1,1,4,1,1,2,4
20237,San Marcos Arteaga,,,,,,,,,,,,,,,,,,,1,,,,,
20238,San Martín de los Cansecos,,1,,,,,,,,,,,,,,,,,,,,,,1
20239,San Martín Huamelúlpam,,,,1,,,,,,,,,,,,,,,,,,,,
20240,San Martín Itunyoso,,,,1,,,,,6,,,,,,,,1,2,1,1,1,2,1,6
20241,San Martín Lachilá,,,,,,1,,,,1,1,,,,,1,1,,,,,1,,
20242,San Martín Peras,,2,5,1,1,,4,2,1,,1,5,2,,6,2,2,2,1,2,4,4,2,2
20243,San Martín Tilcajete,,,,3,,,,,,,,,,,,,1,,,1,,,,
20244,San Martín Toxpalan,,,,,,,1,,,1,,1,1,,,,,,1,,,,,
20245,San Martín Zacatepec,1,,,,1,,,,,,1,,2,,1,1,,,,2,,,,1
20246,San Mateo Cajonos,,,,,,,,,,,,,,,,1,,,,,,,,
20247,Capulálpam de Méndez,,,,,,,,1,,,,,,,,,,,1,1,,,,
20248,San Mateo del Mar,1,2,1,,1,1,1,,1,2,4,2,2,5,1,,5,1,3,4,3,3,6,1
20249,San Mateo Yoloxochitlán,,,,,,1,,1,,,1,,,,,,,,,,,,1,
20250,San Mateo Etlatongo,,,,,,,,,,1,,,,,,,,,,,,,,
20251,San Mateo Nejápam,,,,,,2,,2,2,1,,,,,,,,,1,,,2,,2
20252,San Mateo Peñasco,,,,,,,,,2,,,,,,,,1,,,,,,1,
20253,San Mateo Piñas,1,,1,1,1,2,2,1,,2,,2,3,1,1,8,3,6,5,2,3,4,1,1
20254,San Mateo Río Hondo,1,,1,,,2,,,1,2,,,1,3,3,1,,,,1,1,2,,
20255,San Mateo Sindihui,,,,,,,1,,,,,,,,,,,,,1,,,,
20256,San Mateo Tlapiltepec,,,,,,,,,,,,,,,,,,,,,,,,
20257,San Melchor Betaza,1,,2,,,,,,,,,,,,,,,,,,,,,
20258,San Miguel Achiutla,,,,,,,,,,,,,1,,,,,,,1,,1,,
20259,San Miguel Ahuehuetitlán,1,,2,,,,,,1,,1,1,,,1,,1,3,1,,3,1,1,
20260,San Miguel Aloápam,,,,,,,3,,,,,1,,,,,,,,,,,,
20261,San Miguel Amatitlán,,1,1,,,,1,,,1,1,1,,,1,,2,1,1,1,2,,3,
20262,San Miguel Amatlán,,,,,,,,,,,,,,,,,,,1,,,,,
20263,San Miguel Coatlán,,1,,2,1,3,,,,1,,,2,,,,1,1,3,1,,1,,
20264,San Miguel Chicahua,,,,,,,,,,,,,,,,,,,,,,,,
20265,San Miguel Chimalapa,2,2,,,,1,2,2,1,2,2,1,,2,3,4,7,4,12,20,3,8,5,5
20266,San Miguel del Puerto,6,5,2,1,1,4,,1,3,3,2,3,3,3,7,4,9,10,9,4,10,10,28,21
20267,San Miguel del Río,,,,,,,,,,,,,,,,,,,,,,,,
20268,San Miguel Ejutla,1,,,,,,,,,,,,,,1,,1,,,,,,1,
20269,San Miguel el Grande,,1,1,,1,,,,,,,,,1,1,,,,,,1,,,2
20270,San Miguel Huautla,,,,,,,,,1,,,,,,,,,,,,,,,
20271,San Miguel Mixtepec,,,1,,,,,1,,,,,,,1,,,1,1,,,,,2
20272,San Miguel Panixtlahuaca,7,7,6,7,4,8,6,6,1,3,3,4,2,2,3,7,6,9,9,7,12,22,7,3
20273,San Miguel Peras,2,,,,,,,,2,1,,,,1,,2,,1,,2,3,2,1,1
20274,San Miguel Piedras,,,,,,,,,,,,,,,,,,,,,,,,
20275,San Miguel Quetzaltepec,,,2,2,,,3,2,1,3,3,1,1,1,,,,,2,,,,1,
20276,San Miguel Santa Flor,,,1,,,,,,,,1,1,,,,,1,,,,10,,2,
20277,Villa Sola de Vega,4,4,5,5,4,3,2,6,5,3,5,4,4,5,6,6,10,8,6,7,10,14,5,12
20278,San Miguel Soyaltepec,5,3,4,5,3,6,3,5,5,7,8,4,4,2,7,6,4,6,6,6,7,9,10,5
20279,San Miguel Suchixtepec,,,,,,,,,,,1,1,,,1,,,1,,,,,1,
20280,Villa Talea de Castro,1,,,,,,,,,,1,,,1,,,1,1,1,,,,4,
20281,San Miguel Tecomatlán,,,,,,,,,,,,,,,,,,,,,,,,
20282,San Miguel Tenango,,,,,,,,,,,,1,,,,,,,,,,1,,2
20283,San Miguel Tequixtepec,,,,,,,,,,,,,,,,,,,,,,,,
20284,San Miguel Tilquiápam,1,2,1,,1,2,1,1,,2,1,1,1,1,,1,1,,1,2,3,,,3
20285,San Miguel Tlacamama,1,,2,,,,,1,1,2,1,2,,1,4,1,2,4,1,,3,6,,2
20286,San Miguel Tlacotepec,,,,,,,,,,,,,,,1,,,,,,,,,1
20287,San Miguel Tulancingo,,,,,,,1,,,,,,,,,,,,,,,,,
20288,San Miguel Yotao,,,,,,,1,,,,,,,,,,,,,,,1,,
20289,San Nicolás,,,,,,,,,,,,,,,,1,1,2,,1,,1,,
20290,San Nicolás Hidalgo,,,,,1,,1,,1,,,1,,,,,1,,1,,2,,,
20291,San Pablo Coatlán,3,,1,,1,2,,1,,2,,1,1,2,,,,,1,1,1,4,1,
20292,San Pablo Cuatro Venados,,,,,,,,,,,,,,,,,,,,1,,1,1,
20293,San Pablo Etla,1,,1,1,1,,,,,2,,,1,,2,,,,1,,,,2,1
20294,San Pablo Huitzo,,,,1,1,,,,,1,,,,,,1,,,1,1,1,,,
20295,San Pablo Huixtepec,1,,2,1,,,,2,1,,,,1,2,1,,,,3,3,2,3,,1
20296,San Pablo Macuiltianguis,,,,,,,,,,,,1,,,,,,,,,,,,
20297,San Pablo Tijaltepec,,1,,,,,,,,,,,,,,1,1,,,,,,,
20298,San Pablo Villa de Mitla,2,2,2,,,,,,1,,1,2,1,,,1,,3,1,2,,2,1,3
20299,San Pablo Yaganiza,,,,,,,,,,,,,,,,,,,,,,,,
20300,San Pedro Amuzgos,1,2,2,2,1,,3,1,2,1,2,,,,1,1,3,2,1,11,4,3,5,1
20301,San Pedro Apóstol,,,,,,,,,,,,,,3,1,,,,,,1,,,
20302,San Pedro Atoyac,4,3,1,1,2,3,1,3,1,1,6,2,1,2,8,6,3,7,12,2,4,6,8,4
20303,San Pedro Cajonos,,,,,,,,,,,,,,,,,,1,,,1,,,
20304,San Pedro Coxcaltepec Cántaros,,,,,,,,,,,,,,,,,,,,,,,,
20305,San Pedro Comitancillo,,1,,,1,,1,2,,,,,,,1,,,2,,,1,,,
20306,San Pedro el Alto,1,1,,,2,,,1,,,1,1,2,2,,1,3,2,1,,,,,1
20307,San Pedro Huamelula,,,,2,1,1,,,,1,4,,4,1,2,2,,1,1,2,,,5,3
20308,San Pedro Huilotepec,1,,,,,,,,,,,,,,,,,,1,,,,1,1
20309,San Pedro Ixcatlán,,1,1,1,2,3,2,,4,3,2,3,,2,1,,1,4,,1,3,5,7,5
20310,San Pedro Ixtlahuaca,1,,1,2,1,4,1,,2,,,,,1,,2,,,1,1,1,,1,
20311,San Pedro Jaltepetongo,,,,,,,,,,,,,,,,,,,,,2,,,
20312,San Pedro Jicayán,2,8,1,2,2,,3,6,3,,3,,5,3,4,4,4,14,9,1,9,8,7,6
20313,San Pedro Jocotipac,,,,1,,,1,,,1,1,,,,,,,,,,,,,
20314,San Pedro Juchatengo,1,,,,,,,,,,,2,,,,,2,1,,1,1,,,4
20315,San Pedro Mártir,1,,,,,,,,,2,,2,,1,,,3,,1,1,1,1,,1
20316,San Pedro Mártir Quiechapa,,,,,,1,1,,,1,1,,,3,,,3,1,1,1,,,,3
20317,San Pedro Mártir Yucuxaco,,,,,,,,,,,,,1,1,,,,,,,,,1,2
20318,San Pedro Mixtepec -Dto. 22 -,9,7,11,8,8,7,8,4,8,6,10,3,15,12,10,9,18,5,10,19,14,11,19,6
20319,San Pedro Mixtepec -Dto. 26 -,,1,,1,1,,1,1,,1,,,,1,,,1,2,1,,,2,,2
20320,San Pedro Molinos,,2,,,,,,,,,,,,,,,,,1,,1,,,
20321,San Pedro Nopala,,1,,,1,,,,,,,,,,,,2,,,,1,,1,
20322,San Pedro Ocopetatillo,,,,,,,,,,,,,,,,,,,,,,,,
20323,San Pedro Ocotepec,1,1,2,1,3,,3,,1,,,,,,,,,,,,,1,,
20324,San Pedro Pochutla,19,7,8,12,5,5,3,13,9,10,5,14,17,23,9,11,30,23,20,10,20,22,20,19
20325,San Pedro Quiatoni,1,,2,1,,,,,,3,,,,1,,,,,1,,,1,,
20326,San Pedro Sochiápam,3,1,1,,,1,3,1,,2,4,1,3,5,1,4,3,3,6,6,,,3,1
20327,San Pedro Tapanatepec,4,1,,2,3,2,1,3,3,4,4,2,3,6,4,9,6,8,11,3,12,10,6,5
20328,San Pedro Taviche,,,2,,,,,,,,,,,,1,,,,1,1,,,1,1
20329,San Pedro Teozacoalco,,,,,,,,,,,,,,,,,,,,1,1,,,
20330,San Pedro Teutila,1,1,1,2,,1,4,1,,5,1,,,3,1,,,1,1,1,6,5,2,
20331,San Pedro Tidaá,,,,1,,,,,,,,,,,,,,,,1,,,,
20332,San Pedro Topiltepec,,,,,,,,,,,,1,,,,,,,,,,,,
20333,San Pedro Totolápam,1,1,2,1,1,1,,,1,,,2,1,1,1,4,6,10,5,5,2,2,6,3
20334,Villa de Tututepec de Melchor Ocampo,19,19,15,9,19,7,10,9,4,8,15,14,9,21,30,31,29,32,26,38,42,29,40,37
20335,San Pedro Yaneri,1,,,,,,1,,1,,1,,,,,1,,,,,,,,
20336,San Pedro Yólox,,1,,,,,,,,,,,,,,,,,2,,,,,
20337,San Pedro y San Pablo Ayutla,1,,,,,,2,,,2,1,2,1,1,,,,2,,,1,1,,
20338,Villa de Etla,1,1,1,1,,1,1,1,,,,,1,1,1,2,3,,2,,1,5,1,1
20339,San Pedro y San Pablo Teposcolula,1,1,,,,,,,,,1,,1,1,1,,,2,,,1,1,2,1
20340,San Pedro y San Pablo Tequixtepec,,,,,,,,,,1,,2,,,,,,1,,1,,,3,1
20341,San Pedro Yucunama,,,,,,,,,,,,,,,,,,,,,,,,
20342,San Raymundo Jalpan,,,1,,1,,,,,,,,,,,,,,,,,,,
20343,San Sebastián Abasolo,,,,,,,,,,,,,2,1,,,,,,,,,,
20344,San Sebastián Coatlán,,,1,,1,3,,2,,2,,,,,1,2,,,,,1,4,,
20345,San Sebastián Ixcapa,2,1,2,,,1,1,,1,2,3,,1,1,3,4,6,4,2,1,5,3,7,6
20346,San Sebastián Nicananduta,,1,,,,,,,,,,,,,,,,,,,,,,1
20347,San Sebastián Río Hondo,,2,,,,,,,1,1,1,,,,,,,1,,,1,,,
20348,San Sebastián Tecomaxtlahuaca,2,1,3,3,2,3,2,1,3,2,1,1,1,4,3,5,3,1,2,,2,2,1,2
20349,San Sebastián Teitipac,1,,,,1,,2,,1,,,,,,,,2,,,2,1,2,,
20350,San Sebastián Tutla,2,1,1,2,1,2,1,1,,1,,1,,,,,,1,,,,,1,
20351,San Simón Almolongas,1,,,,,,,,,2,1,2,,,,1,,2,1,,,,5,
20352,San Simón Zahuatlán,,,,,,,1,,,,1,,,,,,,,,,,,2,
20353,Santa Ana,,,,,,,,,1,,,,,,,,,,,,,,,1
20354,Santa Ana Ateixtlahuaca,,,,,,,,,,,,,1,,,,,,,,,,,
20355,Santa Ana Cuauhtémoc,,,,,1,,,,,1,1,,,,,1,,,4,1,1,1,1,
20356,Santa Ana del Valle,,,,,,,1,,,,1,,,,,1,,,,,,,,
20357,Santa Ana Tavela,,,,,,1,1,,2,,,,,1,1,,1,1,3,,1,1,,3
20358,Santa Ana Tlapacoyan,,2,,,,,,,,1,,,,,2,1,,,2,,1,1,3,
20359,Santa Ana Yareni,,,,,,,,,,,,,,,,,,,,,,,,
20360,Santa Ana Zegache,1,,,1,,,,,,,,,,1,,,1,,1,2,,,1,
20361,Santa Catalina Quierí,,,,,1,,1,1,,,,1,,,1,,,1,,,,2,,
20362,Santa Catarina Cuixtla,,,,,,,,,,,,,1,,,,1,,,,,,,
20363,Santa Catarina Ixtepeji,,,1,,,,,,,,,,,,,,,,,,1,,,
20364,Santa Catarina Juquila,3,4,1,7,5,7,,6,4,3,1,1,5,9,5,12,16,21,8,27,15,12,14,13
20365,Santa Catarina Lachatao,,,1,,,,,,,,,,,,,,,,,,1,,,
20366,Santa Catarina Loxicha,1,2,1,2,1,2,,1,1,,,1,,,1,,3,3,1,1,1,3,,1
20367,Santa Catarina Mechoacán,,2,1,,,1,2,1,,,2,1,1,2,1,,1,,,1,1,2,1,
20368,Santa Catarina Minas,1,,,,,,,,,1,1,,,,1,,,,,,1,,1,
20369,Santa Catarina Quiané,1,2,,,,,,,,,,,,,1,,,,,1,1,,,
20370,Santa Catarina Tayata,,,,,,,,,,,,,,,,,,,,,,,,
20371,Santa Catarina Ticuá,,,,,,,,,,,,,,,,,,,,,,,,
20372,Santa Catarina Yosonotú,,,,,1,,,1,,2,,,1,,,,,1,,2,1,,2,
20373,Santa Catarina Zapoquila,,,,,,,,,,,,,,,,,,,,,,,,1
20374,Santa Cruz Acatepec,1,,,,,,,,,,,,,,,,,,,,,,1,
20375,Santa Cruz Amilpas,2,2,1,,,1,1,,,,,,1,1,1,,1,,,2,1,,,
20376,Santa Cruz de Bravo,,,,,,,,,,,,,1,,,1,4,1,,,,,,
20377,Santa Cruz Itundujia,3,1,4,2,6,2,5,2,3,2,,,4,4,4,3,,4,1,11,9,6,4,2
20378,Santa Cruz Mixtepec,,,,4,,,,,1,,,,,1,,,,,,5,2,1,,
20379,Santa Cruz Nundaco,3,,,,,,,,,,,,1,1,,,,,1,,2,,,
20380,Santa Cruz Papalutla,,,,,,,,,,,,,,,,,,,,,,,,
20381,Santa Cruz Tacache de Mina,,1,1,2,,,,1,,1,4,,,,1,1,2,,,,,,,2
20382,Santa Cruz Tacahua,,,,,,,,,,1,,,,,,,,2,,,,1,,
20383,Santa Cruz Tayata,,,,,,,,,,,,,,,,,1,,,,,,,1
20384,Santa Cruz Xitla,2,2,,,1,,1,,1,,1,2,,1,,,,,1,,,,,
20385,Santa Cruz Xoxocotlán,11,6,11,12,6,7,5,7,4,4,5,6,6,1,3,3,2,12,7,3,3,4,3,3
20386,Santa Cruz Zenzontepec,4,1,7,3,2,6,3,9,4,2,8,3,2,5,6,8,8,12,14,10,9,9,6,7
20387,Santa Gertrudis,,,,2,,,,1,1,,,,,1,1,3,,,1,,3,,,
20388,Santa Inés del Monte,,,,,1,1,,,,,,,,,,,,,,,,,,1
20389,Santa Inés Yatzeche,1,,,1,1,,,,,,1,,,1,,,1,,,1,1,,,1
20390,Santa Lucía del Camino,8,5,5,5,10,9,4,3,2,1,3,1,1,2,5,3,5,3,2,5,2,,1,4
20391,Santa Lucía Miahuatlán,1,1,1,1,1,1,3,,4,,5,3,4,11,5,9,4,4,7,9,8,2,8,6
20392,Santa Lucía Monteverde,1,,6,1,1,1,2,2,,,1,2,,1,2,2,2,2,2,1,3,1,,3
20393,Santa Lucía Ocotlán,,,,,,,1,,,1,1,,1,,1,,1,1,,,,,,
20394,Santa María Alotepec,1,,,,,,1,,1,,,,,,,,,,,2,,,1,1
20395,Santa María Apazco,1,1,,,,,,,,,,,1,,,1,,,1,1,,,,
20396,Santa María la Asunción,,,2,,,,,,1,,,,,,,,,,,,,2,1,1
20397,Heroica Ciudad de Tlaxiaco,4,3,8,4,5,6,12,3,2,,6,,6,2,5,6,7,6,7,5,2,7,8,7
20398,Ayoquezco de Aldama,1,1,,3,1,1,,,,1,,,1,1,1,1,1,,1,1,1,,,2
20399,Santa María Atzompa,5,4,4,4,4,1,1,1,1,4,1,2,,2,1,1,2,2,1,1,2,,,
20400,Santa María Camotlán,,,1,,,,,,,,,,,1,,,,,,,,,1,1
20401,Santa María Colotepec,,2,2,3,2,3,1,,1,3,1,3,2,1,6,4,5,7,8,9,3,7,10,4
20402,Santa María Cortijo,1,,,,,5,,,1,,2,,1,1,,1,1,,,,1,1,,2
20403,Santa María Coyotepec,1,,,1,1,1,,1,,,,,,,2,,,,,,,,,
20404,Santa María Chachoápam,,,,,,,1,1,,,,,,,,,,,,,,,1,1
20405,Villa de Chilapa de Díaz,,1,,,,,,1,,,,2,,1,,,1,,,2,1,,,
20406,Santa María Chilchotla,3,4,1,2,3,2,2,,5,1,1,3,3,3,4,2,1,4,2,4,5,2,7,5
20407,Santa María Chimalapa,2,1,1,,1,2,1,2,,3,,3,,3,3,2,,3,2,2,1,3,5,1
20408,Santa María del Rosario,1,,,,,,,,,,,,,,,1,,,,,,,,
20409,Santa María del Tule,6,2,1,3,4,,1,1,,,,1,,,1,,1,,2,,1,,1,1
20410,Santa María Ecatepec,1,2,,,,1,1,,,,,,,1,2,2,,2,1,1,2,2,2,2
20411,Santa María Guelacé,,,,,,,,,,,,,,,,,,1,,,1,,,
20412,Santa María Guienagati,,,,2,,,,,,,,,,1,2,3,1,2,2,2,6,5,2,3
20413,Santa María Huatulco,12,10,10,6,7,8,7,6,4,13,12,8,9,7,6,11,9,12,13,12,8,7,14,15
20414,Santa María Huazolotitlán,2,1,2,1,,,1,,,1,2,,3,1,2,2,5,2,2,2,3,2,7,5
20415,Santa María Ipalapa,,1,,2,,1,,1,,,,1,2,,1,3,,4,3,1,4,2,4,6
20416,Santa María Ixcatlán,,1,,,,,,,,,,,,,,,,,,,,,,
20417,Santa María Jacatepec,,,,1,1,1,,1,4,,2,,,,3,2,,,,2,2,,,
20418,Santa María Jalapa del Marqués,2,2,1,1,1,1,2,,1,,,,2,1,3,,1,1,,3,2,2,3,4
20419,Santa María Jaltianguis,,,,,,,,,,,,,,1,,,,,,,,,,
20420,Santa María Lachixío,,,,,,,,,,,,,,,,,1,,,,,,,
20421,Santa María Mixtequilla,,,,1,,,1,,,,,,1,,1,2,,,,,1,2,,2
20422,Santa María Nativitas,,,,,,,,,,,,,,,,,,,,,,,,
20423,Santa María Nduayaco,,,,,,,,,,,,,,,,,,,,,,,,
20424,Santa María Ozolotepec,2,2,2,4,1,2,,1,1,3,,2,2,4,,1,2,5,1,1,4,5,3,1
20425,Santa María Pápalo,,,1,,,,1,,1,1,,,,,,2,,,1,,2,1,,
20426,Santa María Peñoles,1,,,,1,1,,,,1,2,2,,,1,1,4,,1,,1,,2,1
20427,Santa María Petapa,7,3,5,2,4,2,3,,1,,1,3,2,8,4,6,6,2,3,5,6,3,5,7
20428,Santa María Quiegolani,,,,,,,,,,,,,,,,,,,,3,,,2,
20429,Santa María Sola,1,,,,,,,,,,,1,,,2,2,,2,2,,,,,
20430,Santa María Tataltepec,,,,,,2,,,1,,,,,1,,,,1,4,,,,,1
20431,Santa María Tecomavaca,,,1,,,,,,1,,,,1,2,1,,2,,,,1,,,1
20432,Santa María Temaxcalapa,,1,,,,,,,,,,,,,,,,,1,1,,,,
20433,Santa María Temaxcaltepec,2,3,5,4,1,2,,3,,,1,,,1,1,2,4,,3,,4,,3,3
20434,Santa María Teopoxco,1,1,2,1,,1,1,,1,1,1,,,,1,,,,,,1,,1,1
20435,Santa María Tepantlali,,1,,,2,,2,1,,,1,,4,,,2,,,,1,1,2,1,3
20436,Santa María Texcatitlán,,,,,,,,,,,,,,,1,,,,,,,,1,
20437,Santa María Tlahuitoltepec,3,1,,2,1,1,,2,1,,,1,1,1,2,,,1,,1,,,,1
20438,Santa María Tlalixtac,,,,,,,,1,,,,,,,2,1,,2,1,4,6,8,3,2
20439,Santa María Tonameca,4,8,4,5,6,1,3,2,4,6,3,9,4,5,6,9,7,13,11,19,12,7,18,13
20440,Santa María Totolapilla,,,,,,,,,,,,,,,,,1,1,,1,,3,2,4
20441,Santa María Xadani,2,,,,,,2,1,,,,1,,,,1,2,5,1,,1,4,2,1
20442,Santa María Yalina,,,,,,,,,,,,,,,,,,,,,,,,
20443,Santa María Yavesía,,,,,,,,,,,,,,,,,,,,,,,,
20444,Santa María Yolotepec,,,,,,,,,1,,,,,,,,,,,1,1,,2,1
20445,Santa María Yosoyúa,2,,,,,,,1,,,,,,,,,,,2,,,,,
20446,Santa María Yucuhiti,1,,,,,1,1,,2,1,,,,1,2,,,1,,,,,,
20447,Santa María Zacatepec,1,6,7,5,10,2,6,3,4,4,6,2,4,8,7,9,14,11,8,13,17,12,6,12
20448,Santa María Zaniza,,,,,1,,3,1,1,,,1,1,,,,,1,1,,2,,,
20449,Santa María Zoquitlán,1,1,,7,2,1,3,3,1,2,,,,3,3,3,4,2,1,2,3,4,6,5
20450,Santiago Amoltepec,6,9,21,11,16,24,14,12,16,14,25,14,25,7,8,9,9,14,13,18,37,26,22,18
20451,Santiago Apoala,,,,,,,,,2,1,,,,,,,,,1,,,,,
20452,Santiago Apóstol,1,,2,,,2,,,,,,,,,,,,1,1,,,,,2
20453,Santiago Astata,,,1,,,,2,,,,,,,3,,2,2,2,2,,,2,,1
20454,Santiago Atitlán,,,1,,,,1,,,,,,,,,,,,,,1,,,
20455,Santiago Ayuquililla,,,,,,,,,,1,,,,,,,1,,,,,1,2,
20456,Santiago Cacaloxtepec,,,,,,,,,,,,1,,,,,,,,,,1,,
20457,Santiago Camotlán,,1,,2,,,,,,2,,,,1,,,,,,1,,,,1
20458,Santiago Comaltepec,,,,,,,1,,,,,1,,,,,,,,,1,,,
20459,Santiago Chazumba,,,1,,,,,,,,,,3,,,1,,,,,,1,1,
20460,Santiago Choápam,1,2,7,,,1,,3,4,,1,2,,1,2,3,3,2,5,2,5,1,1,5
20461,Santiago del Río,1,,,,,,,,1,,,,,,2,,,,1,,,11,17,
20462,Santiago Huajolotitlán,,1,,,,,1,1,,1,,,,1,,1,,,,,1,,,
20463,Santiago Huauclilla,,,,,,,,,,,,,,,,,,,,,,,,
20464,Santiago Ihuitlán Plumas,,,,,,,,,,,,,,,,,,,,,,,,
20465,Santiago Ixcuintepec,,1,,,,,,,,,,,,,,,,,,,1,,,
20466,Santiago Ixtayutla,6,6,7,6,6,5,2,6,,2,3,4,5,2,3,11,5,15,5,14,11,6,10,7
20467,Santiago Jamiltepec,15,16,18,16,13,7,2,7,9,16,12,15,6,7,15,14,24,26,26,17,26,32,21,24
20468,Santiago Jocotepec,1,3,1,4,2,3,3,1,4,4,1,1,,1,3,6,4,12,3,11,8,7,13,11
