Área Geográfica,,XI Censo general de población y vivienda 1990,,,,,,,,,,,,,,,
,,Población Total,,,,,,,,,,,,,,,
,,Población total con estimación (Personas),,,,,,,,,,,,,,,
,,Tamaño localidad 15 tam,,,,,,,,,,,,,Sexo,,
Clave,Nombre,Total,"Menos de 2,500 habitantes",1 a 49  habitantes,50 a 99  habitantes,100 a 499 habitantes,500 a 999 habitantes,"1,000 a 1,999 habitantes","2,000 a 2,499 habitantes","2,500 a 14,999 habitantes","15,000 a 99,999 habitantes","100,000 a 999,999 habitantes","1,000,000 y más habitantes",No aplica para viviendas colectivas,Total,Hombres,Mujeres
16096,Tumbiscatío,8965,5333,1668,332,1217,557,1559,,3632,,,,,8965,4457,4508
16097,Turicato,33594,22510,3778,2956,7420,3606,4750,,11084,,,,,33594,16313,17281
16098,Tuxpan,18806,11987,335,241,6893,4518,,,6819,,,,,18806,9264,9542
16099,Tuzantla,16576,12714,2562,2148,6238,1766,,,3862,,,,,16576,8193,8383
16100,Tzintzuntzan,11439,5938,116,364,4669,789,,,5501,,,,,11439,5454,5985
16101,Tzitzio,10579,10579,4240,1798,1574,1471,1496,,,,,,,10579,5336,5243
16102,Uruapan,217068,15466,1484,699,3240,3571,3989,2483,13979,,187623,,,217068,104887,112181
16103,Venustiano Carranza,23077,4907,,,521,3177,1209,,18170,,,,,23077,10885,12192
16104,Villamar,21738,14631,296,775,2546,3960,2865,4189,7107,,,,,21738,9962,11776
16105,Vista Hermosa,18209,5958,28,58,,,5872,,12251,,,,,18209,8778,9431
16106,Yurécuaro,24313,6401,,,1384,3734,1283,,,17912,,,,24313,11450,12863
16107,Zacapu,63085,17235,48,368,3159,4519,4471,4670,2966,42884,,,,63085,30095,32990
16108,Zamora,144899,18692,26,64,2310,515,13721,2056,16456,,109751,,,144899,69378,75521
16109,Zináparo,5465,5465,76,,2029,1615,1745,,,,,,,5465,2545,2920
16110,Zinapécuaro,48951,30087,412,334,7004,2255,15397,4685,18864,,,,,48951,23724,25227
16111,Ziracuaretiro,10844,5315,26,,1212,2435,1642,,5529,,,,,10844,5384,5460
16112,Zitácuaro,107475,37904,608,678,12309,10453,13856,,2588,66983,,,,107475,52121,55354
16113,José Sixto Verduzco,29093,15580,43,106,696,5760,6658,2317,13513,,,,,29093,13831,15262
16996,No especificado,,,,,,,,,,,,,,,,
16997,Otros estados,,,,,,,,,,,,,,,,
16998,Otros municipios,,,,,,,,,,,,,,,,
17,Morelos,1195059,171831,5072,5025,35963,43144,65128,17499,360931,272868,389429,,,1195059,583785,611274
17001,Amacuzac,13659,9586,94,89,1834,2409,2904,2256,4073,,,,,13659,6711,6948
17002,Atlatlahucan,9255,3555,242,77,978,2258,,,5700,,,,,9255,4610,4645
17003,Axochiapan,26283,6038,118,487,880,694,1850,2009,20245,,,,,26283,13082,13201
17004,Ayala,52969,15610,229,458,1915,2686,8264,2058,37359,,,,,52969,26047,26922
17005,Coatlán del Río,8665,8665,24,163,1382,3479,1471,2146,,,,,,8665,4304,4361
17006,Cuautla,120315,10073,232,89,3649,2422,1396,2285,,,110242,,,120315,57579,62736
17007,Cuernavaca,281294,2107,83,214,504,1306,,,,,279187,,,281294,134817,146477
17008,Emiliano Zapata,33646,3224,,,183,,3041,,11068,19354,,,,33646,16521,17125
17009,Huitzilac,10573,3553,479,208,948,614,1304,,7020,,,,,10573,5254,5319
17010,Jantetelco,11475,4131,140,157,373,,3461,,7344,,,,,11475,5757,5718
17011,Jiutepec,101275,6365,32,50,333,3774,2176,,12065,82845,,,,101275,49257,52018
17012,Jojutla,47021,3031,119,414,1764,734,,,23470,20520,,,,47021,22920,24101
17013,Jonacatepec,11255,2200,82,69,463,,1586,,9055,,,,,11255,5587,5668
17014,Mazatepec,7142,3550,12,,956,607,1975,,3592,,,,,7142,3531,3611
17015,Miacatlán,19069,5461,103,394,1973,2991,,,13608,,,,,19069,9772,9297
17016,Ocuituco,13079,5620,133,67,,1401,4019,,7459,,,,,13079,6596,6483
17017,Puente de Ixtla,43930,4196,536,342,1448,870,1000,,21919,17815,,,,43930,21668,22262
17018,Temixco,67736,2678,37,53,,772,1816,,,65058,,,,67736,33258,34478
17019,Tepalcingo,20553,5569,183,,1150,,4236,,14984,,,,,20553,10345,10208
17020,Tepoztlán,27646,8062,333,183,,2820,4726,,19584,,,,,27646,13727,13919
17021,Tetecala,6057,1537,19,,1518,,,,4520,,,,,6057,2896,3161
17022,Tetela del Volcán,13805,1825,305,200,163,,1157,,11980,,,,,13805,7027,6778
17023,Tlalnepantla,4376,1549,64,,137,1348,,,2827,,,,,4376,2171,2205
17024,Tlaltizapán de Zapata,37497,12279,227,123,425,2922,6483,2099,25218,,,,,37497,18566,18931
17025,Tlaquiltenango,27322,10995,200,289,3866,2415,4225,,,16327,,,,27322,13645,13677
17026,Tlayacapan,9868,4336,81,81,1676,1490,1008,,5532,,,,,9868,4992,4876
17027,Totolapan,6351,2554,66,,1338,,1150,,3797,,,,,6351,3257,3094
17028,Xochitepec,27828,4458,254,393,1374,,,2437,23370,,,,,27828,13759,14069
17029,Yautepec,60258,7811,277,181,2046,3098,,2209,23337,29110,,,,60258,29645,30613
17030,Yecapixtla,27032,8958,235,146,2088,609,5880,,18074,,,,,27032,13417,13615
17031,Zacatepec,30661,1510,99,98,599,714,,,7312,21839,,,,30661,14701,15960
17032,Zacualpan,6924,34,34,,,,,,6890,,,,,6924,3471,3453
17033,Temoac,10240,711,,,,711,,,9529,,,,,10240,4895,5345
17996,No especificado,,,,,,,,,,,,,,,,
17997,Otros estados,,,,,,,,,,,,,,,,
17998,Otros municipios,,,,,,,,,,,,,,,,
18,Nayarit,824643,312912,18143,10401,70976,83988,103016,26388,194474,110290,206967,,,824643,411057,413586
18001,Acaponeta,36441,17487,1137,443,6632,5864,3411,,2575,16379,,,,36441,18192,18249
18002,Ahuacatlán,16077,9597,276,170,791,4139,4221,,6480,,,,,16077,7982,8095
18003,Amatlán de Cañas,13168,9963,328,233,1782,2531,2684,2405,3205,,,,,13168,6644,6524
18004,Compostela,60926,22582,1161,580,4424,7908,8509,,23169,15175,,,,60926,30449,30477
18005,Huajicori,9991,9991,2199,1579,3634,519,,2060,,,,,,9991,5141,4850
18006,Ixtlán del Río,24347,4702,372,299,2557,,1474,,,19645,,,,24347,11735,12612
18007,Jala,15497,6168,361,329,1527,2125,1826,,9329,,,,,15497,7578,7919
18008,Xalisco,26722,9262,101,,1997,4004,3160,,17460,,,,,26722,13410,13312
18009,Del Nayar,21100,21100,4895,3288,9236,2025,1656,,,,,,,21100,10620,10480
18010,Rosamorada,35797,22258,321,166,3667,8420,7648,2036,13539,,,,,35797,18368,17429
18011,Ruíz,21674,9142,708,196,2957,2413,2868,,12532,,,,,21674,11065,10609
18012,San Blas,44280,21660,219,357,4607,7222,9255,,22620,,,,,44280,23515,20765
18013,San Pedro Lagunillas,8223,4639,92,,1300,703,2544,,3584,,,,,8223,4120,4103
18014,Santa María del Oro,19181,16157,526,335,2724,6136,6436,,3024,,,,,19181,9643,9538
18015,Santiago Ixcuintla,99106,50807,172,267,8075,14026,21513,6754,29050,19249,,,,99106,49916,49190
18016,Tecuala,45793,20675,391,537,2378,3806,11368,2195,9730,15388,,,,45793,22876,22917
18017,Tepic,241463,28579,935,819,6811,7730,5552,6732,5917,,206967,,,241463,117074,124389
18018,Tuxpan,34268,3709,98,,135,,1277,2199,6105,24454,,,,34268,17041,17227
18019,La Yesca,10758,10758,3447,750,2761,710,1083,2007,,,,,,10758,5427,5331
18020,Bahía de Banderas,39831,13676,404,53,2981,3707,6531,,26155,,,,,39831,20261,19570
18996,No especificado,,,,,,,,,,,,,,,,
18997,Otros estados,,,,,,,,,,,,,,,,
18998,Otros municipios,,,,,,,,,,,,,,,,
19,Nuevo León,3098736,248079,41611,23909,112348,32258,29151,8802,150067,280571,1351023,1068996,,3098736,1542664,1556072
19001,Abasolo,1373,1373,97,,,,1276,,,,,,,1373,691,682
19002,Agualeguas,5095,2447,358,159,1930,,,,2648,,,,,5095,2565,2530
19003,Los Aldamas,4140,4140,133,,829,,3178,,,,,,,4140,2064,2076
19004,Allende,22211,5510,344,226,4178,762,,,,16701,,,,22211,11212,10999
19005,Anáhuac,17316,3659,2110,414,1135,,,,13657,,,,,17316,8805,8511
19006,Apodaca,115913,6081,777,,277,1290,1626,2111,6468,,103364,,,115913,58977,56936
19007,Aramberri,15295,12734,1958,2055,5948,797,1976,,2561,,,,,15295,8005,7290
19008,Bustamante,2976,194,194,,,,,,2782,,,,,2976,1496,1480
19009,Cadereyta Jiménez,53582,19289,1725,1534,8197,2184,1309,4340,,34293,,,,53582,27187,26395
19010,Carmen,4906,718,375,150,193,,,,4188,,,,,4906,2486,2420
19011,Cerralvo,7653,1180,688,136,356,,,,6473,,,,,7653,3822,3831
19012,Ciénega de Flores,6708,1050,691,74,285,,,,5658,,,,,6708,3431,3277
19013,China,12404,3329,1869,366,1094,,,,9075,,,,,12404,6329,6075
19014,Dr. Arroyo,36946,30921,2164,2981,18035,7741,,,6025,,,,,36946,18976,17970
19015,Dr. Coss,2961,2961,709,171,981,,1100,,,,,,,2961,1538,1423
19016,Dr. González,3011,3011,510,92,452,,1957,,,,,,,3011,1526,1485
19017,Galeana,40972,35570,2593,2547,21561,3735,5134,,5402,,,,,40972,21131,19841
19018,García,13164,3319,607,853,1859,,,,9845,,,,,13164,6814,6350
19019,San Pedro Garza García,113040,23,23,,,,,,,,113017,,,113040,52785,60255
19020,Gral. Bravo,6759,1779,840,205,159,575,,,4980,,,,,6759,3460,3299
19021,Gral. Escobedo,98147,1185,226,304,131,524,,,,96962,,,,98147,49537,48610
19022,Gral. Terán,16656,10517,2295,1323,6319,580,,,6139,,,,,16656,8372,8284
19023,Gral. Treviño,2182,2182,153,,417,,1612,,,,,,,2182,1128,1054
19024,Gral. Zaragoza,5532,5532,1397,920,1721,,1494,,,,,,,5532,2900,2632
19025,Gral. Zuazua,4647,977,977,,,,,,3670,,,,,4647,2385,2262
19026,Guadalupe,535560,228,105,,123,,,,,,535332,,,535560,266586,268974
19027,Los Herreras,3363,3363,60,142,810,,,2351,,,,,,3363,1705,1658
19028,Higueras,1060,1060,142,,,918,,,,,,,,1060,544,516
19029,Hualahuises,6222,1364,547,58,759,,,,4858,,,,,6222,3087,3135
19030,Iturbide,3638,3638,646,543,641,,1808,,,,,,,3638,1864,1774
19031,Juárez,28014,3898,932,601,2365,,,,24116,,,,,28014,14133,13881
19032,Lampazos de Naranjo,5288,1066,410,52,604,,,,4222,,,,,5288,2677,2611
19033,Linares,61569,17133,3689,2265,9009,1114,1056,,,44436,,,,61569,30525,31044
19034,Marín,3292,761,257,87,417,,,,2531,,,,,3292,1710,1582
19035,Melchor Ocampo,1641,1641,,,,,1641,,,,,,,1641,834,807
19036,Mier y Noriega,7240,7240,22,251,1928,3943,1096,,,,,,,7240,3652,3588
19037,Mina,4564,1742,676,377,689,,,,2822,,,,,4564,2374,2190
19038,Montemorelos,49302,13794,3827,2143,6258,1566,,,,35508,,,,49302,24644,24658
19039,Monterrey,1069238,242,40,,202,,,,,,,1068996,,1069238,528007,541231
19040,Parás,1021,1021,217,119,,685,,,,,,,,1021,549,472
19041,Pesquería,8188,5119,862,126,1935,2196,,,3069,,,,,8188,4236,3952
19042,Los Ramones,6538,6538,729,151,3549,630,1479,,,,,,,6538,3314,3224
19043,Rayones,3164,3164,955,576,1110,523,,,,,,,,3164,1641,1523
19044,Sabinas Hidalgo,27550,1427,396,115,916,,,,,26123,,,,27550,13686,13864
19045,Salinas Victoria,9518,4844,1283,504,999,649,1409,,4674,,,,,9518,4972,4546
19046,San Nicolás de los Garza,436603,,,,,,,,,,436603,,,436603,217532,219071
19047,Hidalgo,11668,192,139,53,,,,,11476,,,,,11668,5879,5789
19048,Santa Catarina,163848,1141,475,294,372,,,,,,162707,,,163848,82136,81712
19049,Santiago,30182,3634,538,680,1864,552,,,,26548,,,,30182,15302,14880
19050,Vallecillo,2723,2723,621,158,1394,550,,,,,,,,2723,1414,1309
19051,Villaldama,4153,1425,230,104,347,744,,,2728,,,,,4153,2039,2114
19996,No especificado,,,,,,,,,,,,,,,,
19997,Otros estados,,,,,,,,,,,,,,,,
19998,Otros municipios,,,,,,,,,,,,,,,,
20,Oaxaca,3019560,1828257,44039,68307,620364,510712,471780,113055,589325,389160,212818,,,3019560,1477438,1542122
20001,Abejones,1402,1402,,,,,1402,,,,,,,1402,707,695
20002,Acatlán de Pérez Figueroa,43150,25749,1151,979,6316,10525,6778,,17401,,,,,43150,21814,21336
20003,Asunción Cacalotepec,2533,2533,,,1687,846,,,,,,,,2533,1241,1292
20004,Asunción Cuyotepeji,820,820,10,,,810,,,,,,,,820,392,428
20005,Asunción Ixtaltepec,14357,7117,40,55,1662,2538,2822,,7240,,,,,14357,7166,7191
20006,Asunción Nochixtlán,10948,4386,444,430,1698,1814,,,6562,,,,,10948,5255,5693
20007,Asunción Ocotlán,3614,,,,,,,,3614,,,,,3614,1725,1889
20008,Asunción Tlacolulita,1013,1013,,,349,664,,,,,,,,1013,501,512
20009,Ayotzintepec,5012,1982,,98,715,,1169,,3030,,,,,5012,2537,2475
20010,El Barrio de la Soledad,11535,8055,207,935,2732,924,1198,2059,3480,,,,,11535,5695,5840
20011,Calihualá,1206,1206,,,502,704,,,,,,,,1206,584,622
20012,Candelaria Loxicha,8832,8832,361,766,2398,3674,1633,,,,,,,8832,4435,4397
20013,Ciénega de Zimatlán,3504,,,,,,,,3504,,,,,3504,1637,1867
20014,Ciudad Ixtepec,21449,631,161,160,310,,,,,20818,,,,21449,10332,11117
20015,Coatecas Altas,3917,3917,,193,1196,544,1984,,,,,,,3917,1932,1985
20016,Coicoyán de las Flores,4914,4914,45,85,1638,1789,1357,,,,,,,4914,2452,2462
20017,La Compañía,4361,4361,,,1997,990,1374,,,,,,,4361,2111,2250
20018,Concepción Buenavista,1048,1048,24,79,945,,,,,,,,,1048,511,537
20019,Concepción Pápalo,3330,3330,141,,925,1164,1100,,,,,,,3330,1737,1593
20020,Constancia del Rosario,2732,2732,16,,653,2063,,,,,,,,2732,1321,1411
20021,Cosolapa,13158,6977,280,275,1739,1379,1249,2055,6181,,,,,13158,6621,6537
20022,Cosoltepec,1123,1123,86,,1037,,,,,,,,,1123,534,589
20023,Cuilápam de Guerrero,9804,1243,,62,567,614,,,8561,,,,,9804,4772,5032
20024,Cuyamecalco Villa de Zaragoza,4545,4545,119,293,1106,,3027,,,,,,,4545,2222,2323
20025,Chahuites,9122,276,,,276,,,,8846,,,,,9122,4527,4595
20026,Chalcatongo de Hidalgo,8039,8039,,,4117,2357,1565,,,,,,,8039,3830,4209
20027,Chiquihuitlán de Benito Juárez,2839,2839,76,92,415,,,2256,,,,,,2839,1337,1502
20028,Heroica Ciudad de Ejutla de Crespo,19585,11952,,86,3347,6915,1604,,7633,,,,,19585,9457,10128
20029,Eloxochitlán de Flores Magón,4177,4177,215,292,1564,663,1443,,,,,,,4177,2064,2113
20030,El Espinal,7710,631,100,,,531,,,7079,,,,,7710,3834,3876
20031,Tamazulápam del Espíritu Santo,6367,6367,,,1064,2421,2882,,,,,,,6367,3050,3317
20032,Fresnillo de Trujano,1324,1324,,68,586,670,,,,,,,,1324,639,685
20033,Guadalupe Etla,1772,1772,,,180,,1592,,,,,,,1772,834,938
20034,Guadalupe de Ramírez,1615,1615,,,528,,1087,,,,,,,1615,787,828
20035,Guelatao de Juárez,590,590,,,,590,,,,,,,,590,314,276
20036,Guevea de Humboldt,5267,5267,422,237,2408,802,1398,,,,,,,5267,2667,2600
20037,Mesones Hidalgo,4059,4059,224,407,1371,2057,,,,,,,,4059,1983,2076
20038,Villa Hidalgo,2220,2220,31,135,119,,1935,,,,,,,2220,1062,1158
20039,Heroica Ciudad de Huajuapan de León,39488,7391,60,247,3307,1565,2212,,,32097,,,,39488,18503,20985
20040,Huautepec,5519,5519,49,,1630,813,3027,,,,,,,5519,2700,2819
20041,Huautla de Jiménez,25338,13803,150,390,7326,1858,4079,,11535,,,,,25338,12073,13265
20042,Ixtlán de Juárez,6230,6230,38,,3207,1091,1894,,,,,,,6230,3101,3129
20043,Heroica Ciudad de Juchitán de Zaragoza,66414,6511,161,303,617,1344,1937,2149,6237,53666,,,,66414,32720,33694
20044,Loma Bonita,41926,11206,580,411,3388,3375,3452,,,30720,,,,41926,20552,21374
20045,Magdalena Apasco,3569,3569,,,1529,,,2040,,,,,,3569,1802,1767
20046,Magdalena Jaltepec,4172,4172,143,299,2400,1330,,,,,,,,4172,2020,2152
20047,Santa Magdalena Jicotlán,157,157,,,157,,,,,,,,,157,68,89
20048,Magdalena Mixtepec,481,481,,,481,,,,,,,,,481,237,244
20049,Magdalena Ocotlán,924,924,,,,924,,,,,,,,924,445,479
20050,Magdalena Peñasco,3185,3185,44,369,1585,1187,,,,,,,,3185,1525,1660
20051,Magdalena Teitipac,2986,,,,,,,,2986,,,,,2986,1411,1575
20052,Magdalena Tequisistlán,6715,2622,24,124,1446,,1028,,4093,,,,,6715,3408,3307
20053,Magdalena Tlacotepec,1165,1165,13,,,,1152,,,,,,,1165,572,593
20054,Magdalena Zahuatlán,470,470,61,,409,,,,,,,,,470,240,230
20055,Mariscala de Juárez,3709,3709,44,214,1136,656,1659,,,,,,,3709,1779,1930
20056,Mártires de Tacubaya,1403,1403,,,399,,1004,,,,,,,1403,688,715
20057,Matías Romero Avendaño,38755,12163,527,219,5950,660,2524,2283,6900,19692,,,,38755,19114,19641
20058,Mazatlán Villa de Flores,12995,12995,48,320,6108,4158,2361,,,,,,,12995,6494,6501
20059,Miahuatlán de Porfirio Díaz,27448,15346,313,780,6330,6834,1089,,12102,,,,,27448,13195,14253
20060,Mixistlán de la Reforma,2371,2371,,95,1160,1116,,,,,,,,2371,1152,1219
20061,Monjas,2359,2359,,,454,752,1153,,,,,,,2359,1163,1196
20062,Natividad,1373,1373,,,,,1373,,,,,,,1373,650,723
20063,Nazareno Etla,3207,,,,,,,,3207,,,,,3207,1548,1659
20064,Nejapa de Madero,8499,8499,40,91,2139,2029,1932,2268,,,,,,8499,4256,4243
20065,Ixpantepec Nieves,2183,2183,6,50,886,,1241,,,,,,,2183,954,1229
20066,Santiago Niltepec,5478,2001,357,129,1515,,,,3477,,,,,5478,2749,2729
20067,Oaxaca de Juárez,213985,1167,,,,,1167,,,,212818,,,213985,99863,114122
20068,Ocotlán de Morelos,15733,5514,57,417,1037,1740,2263,,10219,,,,,15733,7539,8194
20069,La Pe,1812,1812,,,423,,1389,,,,,,,1812,868,944
20070,Pinotepa de Don Luis,5772,895,181,,714,,,,4877,,,,,5772,2825,2947
20071,Pluma Hidalgo,4595,4595,1266,857,1577,895,,,,,,,,4595,2311,2284
20072,San José del Progreso,4870,4870,93,81,931,713,1039,2013,,,,,,4870,2408,2462
20073,Putla Villa de Guerrero,25844,18663,267,552,7587,8040,2217,,7181,,,,,25844,12547,13297
20074,Santa Catarina Quioquitani,618,618,,,,618,,,,,,,,618,304,314
20075,Reforma de Pineda,2826,,,,,,,,2826,,,,,2826,1425,1401
20076,La Reforma,3293,3293,79,56,1435,538,1185,,,,,,,3293,1613,1680
20077,Reyes Etla,2623,2623,,,407,678,1538,,,,,,,2623,1276,1347
20078,Rojas de Cuauhtémoc,993,993,,,,993,,,,,,,,993,485,508
20079,Salina Cruz,65707,4051,48,,1126,1430,1447,,,61656,,,,65707,32708,32999
20080,San Agustín Amatengo,2256,2256,27,,,,,2229,,,,,,2256,1109,1147
20081,San Agustín Atenango,2358,2358,,,700,,1658,,,,,,,2358,1097,1261
20082,San Agustín Chayuco,4202,4202,,,1057,1212,1933,,,,,,,4202,2075,2127
20083,San Agustín de las Juntas,2646,,,,,,,,2646,,,,,2646,1268,1378
20084,San Agustín Etla,2819,,,,,,,,2819,,,,,2819,1403,1416
20085,San Agustín Loxicha,20664,18134,,,4317,6959,4435,2423,2530,,,,,20664,10442,10222
20086,San Agustín Tlacotepec,743,743,80,162,501,,,,,,,,,743,334,409
20087,San Agustín Yatareni,2687,,,,,,,,2687,,,,,2687,1263,1424
20088,San Andrés Cabecera Nueva,3195,3195,532,352,2311,,,,,,,,,3195,1573,1622
20089,San Andrés Dinicuiti,1969,1969,4,,1081,884,,,,,,,,1969,944,1025
20090,San Andrés Huaxpaltepec,4987,1454,29,,,1425,,,3533,,,,,4987,2515,2472
20091,San Andrés Huayápam,2355,2355,,,,,,2355,,,,,,2355,1133,1222
20092,San Andrés Ixtlahuaca,1412,1412,,82,489,841,,,,,,,,1412,714,698
20093,San Andrés Lagunas,670,670,55,,615,,,,,,,,,670,325,345
20094,San Andrés Nuxiño,2008,2008,308,289,1411,,,,,,,,,2008,997,1011
20095,San Andrés Paxtlán,3299,3299,101,75,1683,1440,,,,,,,,3299,1649,1650
20096,San Andrés Sinaxtla,694,694,28,,666,,,,,,,,,694,331,363
20097,San Andrés Solaga,1988,1988,,,332,1656,,,,,,,,1988,971,1017
20098,San Andrés Teotilálpam,3795,3795,231,155,877,,2532,,,,,,,3795,1878,1917
20099,San Andrés Tepetlapa,585,585,,,,585,,,,,,,,585,289,296
20100,San Andrés Yaá,687,687,,,,687,,,,,,,,687,318,369
20101,San Andrés Zabache,1074,1074,,,,,1074,,,,,,,1074,503,571
20102,San Andrés Zautla,2767,2767,11,,,1063,1693,,,,,,,2767,1333,1434
20103,San Antonino Castillo Velasco,4404,67,,67,,,,,4337,,,,,4404,2125,2279
20104,San Antonino el Alto,2156,2156,175,208,1134,639,,,,,,,,2156,1045,1111
20105,San Antonino Monte Verde,5219,5219,49,,998,3151,1021,,,,,,,5219,2557,2662
20106,San Antonio Acutla,342,342,50,59,233,,,,,,,,,342,153,189
20107,San Antonio de la Cal,7941,,,,,,,,7941,,,,,7941,3866,4075
20108,San Antonio Huitepec,4727,4727,769,241,2473,,1244,,,,,,,4727,2252,2475
20109,San Antonio Nanahuatípam,1352,1352,,,329,,1023,,,,,,,1352,685,667
20110,San Antonio Sinicahua,1261,1261,,,1261,,,,,,,,,1261,582,679
20111,San Antonio Tepetlapa,3375,3375,32,,,,1227,2116,,,,,,3375,1634,1741
20112,San Baltazar Chichicápam,3309,,,,,,,,3309,,,,,3309,1621,1688
20113,San Baltazar Loxicha,2565,2565,47,73,458,,1987,,,,,,,2565,1259,1306
20114,San Baltazar Yatzachi el Bajo,868,868,,88,780,,,,,,,,,868,409,459
20115,San Bartolo Coyotepec,3825,3825,,53,,,1418,2354,,,,,,3825,2002,1823
20116,San Bartolomé Ayautla,3022,3022,82,113,,658,,2169,,,,,,3022,1423,1599
20117,San Bartolomé Loxicha,2144,2144,84,155,720,,1185,,,,,,,2144,1073,1071
20118,San Bartolomé Quialana,2510,,,,,,,,2510,,,,,2510,1114,1396
20119,San Bartolomé Yucuañe,575,575,,,,575,,,,,,,,575,272,303
20120,San Bartolomé Zoogocho,716,716,,,,716,,,,,,,,716,389,327
20121,San Bartolo Soyaltepec,1016,1016,,80,936,,,,,,,,,1016,463,553
20122,San Bartolo Yautepec,886,886,6,,,880,,,,,,,,886,450,436
20123,San Bernardo Mixtepec,2797,2797,52,,850,,1895,,,,,,,2797,1430,1367
20124,San Blas Atempa,10935,2565,4,,823,,1738,,8370,,,,,10935,5268,5667
20125,San Carlos Yautepec,10892,10892,175,693,3804,5219,1001,,,,,,,10892,5447,5445
20126,San Cristóbal Amatlán,3697,926,16,,910,,,,2771,,,,,3697,1819,1878
20127,San Cristóbal Amoltepec,1221,1221,,,662,559,,,,,,,,1221,579,642
20128,San Cristóbal Lachirioag,1475,1475,,,,,1475,,,,,,,1475,737,738
20129,San Cristóbal Suchixtlahuaca,353,353,,,353,,,,,,,,,353,160,193
20130,San Dionisio del Mar,4245,1529,2,,130,,1397,,2716,,,,,4245,2182,2063
20131,San Dionisio Ocotepec,8380,1544,,200,512,832,,,6836,,,,,8380,4224,4156
20132,San Dionisio Ocotlán,1156,1156,,58,195,903,,,,,,,,1156,535,621
20133,San Esteban Atatlahuca,3626,3626,,,3126,500,,,,,,,,3626,1798,1828
20134,San Felipe Jalapa de Díaz,16452,8566,40,110,2298,4873,1245,,7886,,,,,16452,8054,8398
20135,San Felipe Tejalápam,5438,5438,,229,2145,,3064,,,,,,,5438,2654,2784
20136,San Felipe Usila,10522,6180,58,189,3004,2929,,,4342,,,,,10522,5136,5386
20137,San Francisco Cahuacuá,3036,3036,227,294,1624,891,,,,,,,,3036,1499,1537
20138,San Francisco Cajonos,663,663,,,663,,,,,,,,,663,320,343
20139,San Francisco Chapulapa,1873,1873,35,228,1051,559,,,,,,,,1873,921,952
20140,San Francisco Chindúa,719,719,,,,719,,,,,,,,719,350,369
20141,San Francisco del Mar,4603,1587,93,87,460,947,,,3016,,,,,4603,2398,2205
20142,San Francisco Huehuetlán,1635,1635,,,615,,1020,,,,,,,1635,824,811
20143,San Francisco Ixhuatán,9053,3419,39,,2746,634,,,5634,,,,,9053,4634,4419
20144,San Francisco Jaltepetongo,1392,1392,,96,1296,,,,,,,,,1392,674,718
20145,San Francisco Lachigoló,1282,1282,,,,,1282,,,,,,,1282,625,657
20146,San Francisco Logueche,1835,1835,,,1018,817,,,,,,,,1835,873,962
20147,San Francisco Nuxaño,477,477,,,477,,,,,,,,,477,246,231
20148,San Francisco Ozolotepec,1822,1822,,,367,1455,,,,,,,,1822,915,907
20149,San Francisco Sola,1010,1010,164,141,106,599,,,,,,,,1010,484,526
20150,San Francisco Telixtlahuaca,7854,1224,106,204,914,,,,6630,,,,,7854,3826,4028
20151,San Francisco Teopan,474,474,33,88,353,,,,,,,,,474,246,228
20152,San Francisco Tlapancingo,1472,1472,51,95,593,733,,,,,,,,1472,727,745
20153,San Gabriel Mixtepec,3342,3342,549,211,147,,,2435,,,,,,3342,1673,1669
20154,San Ildefonso Amatlán,2128,2128,,,1000,,1128,,,,,,,2128,1048,1080
20155,San Ildefonso Sola,769,769,127,119,523,,,,,,,,,769,381,388
20156,San Ildefonso Villa Alta,3214,3214,9,,1438,650,1117,,,,,,,3214,1541,1673
20157,San Jacinto Amilpas,2449,2449,,,,935,1514,,,,,,,2449,1234,1215
20158,San Jacinto Tlacotepec,1561,1561,,58,979,524,,,,,,,,1561,777,784
20159,San Jerónimo Coatlán,4111,4111,145,396,1847,1723,,,,,,,,4111,2012,2099
20160,San Jerónimo Silacayoapilla,2075,2075,,,506,502,1067,,,,,,,2075,1003,1072
20161,San Jerónimo Sosola,3522,3522,389,290,1672,1171,,,,,,,,3522,1714,1808
20162,San Jerónimo Taviche,1330,1330,33,,,,1297,,,,,,,1330,650,680
20163,San Jerónimo Tecóatl,1759,1759,20,74,745,920,,,,,,,,1759,827,932
